eventID,year,longitude,latitude,depth,magnitude
10002831,1936,91.573,44.925,15.0,6.06
10002834,1936,97.968,-1.435,15.0,5.68
10002836,1936,103.154,35.402,15.0,6.82
10002845,1936,88.982,30.899,15.0,5.73
10002847,1936,96.364,23.594,15.0,6.1
10002864,1936,97.896,-0.259,25.0,5.81
10002882,1936,106.386,41.807,15.0,5.86
10002885,1936,111.0,-9.0,100.0,6.0
10002889,1936,92.735,10.116,35.0,6.48
10002894,1936,103.658,28.61,15.0,6.7
10002895,1936,103.433,28.718,15.0,5.91
10002896,1936,103.293,29.262,15.0,5.78
10002901,1936,103.679,28.728,15.0,5.77
10002910,1936,103.618,28.732,15.0,5.87
10002912,1936,96.904,26.245,15.0,5.77
10002914,1936,103.637,28.809,15.0,5.79
10002915,1936,103.667,28.616,15.0,6.85
10002917,1936,88.45,42.735,15.0,5.44
10002919,1936,98.382,-0.954,35.0,5.94
10002936,1936,98.898,-0.172,35.0,6.03
10002946,1936,90.103,26.454,15.0,5.51
10002947,1936,96.784,26.26,15.0,5.84
10002961,1936,98.592,5.581,15.0,5.65
10002962,1936,99.0,4.0,200.0,6.5
10002976,1936,105.736,34.029,15.0,6.16
10002991,1936,94.714,5.26,50.0,6.93
10003012,1936,97.578,3.681,20.0,7.06
10003013,1936,97.38,3.624,15.0,6.18
10003039,1936,99.724,0.281,15.0,6.29
10003048,1936,98.305,-0.156,35.0,5.63
10003085,1936,104.07,-6.224,35.0,5.96
10003101,1937,97.761,35.331,15.0,7.81
10003102,1937,97.98,35.399,15.0,5.79
10003120,1937,102.266,-3.824,35.0,5.63
10003122,1937,97.994,35.492,15.0,5.74
10003133,1937,98.279,25.502,15.0,5.65
10003143,1937,91.947,28.386,15.0,5.52
10003144,1937,94.296,6.554,15.0,5.77
10003146,1937,104.004,-6.106,35.0,5.74
10003151,1937,93.461,26.057,25.0,5.84
10003187,1937,97.756,-0.653,15.0,5.79
10003215,1937,95.942,3.109,30.0,6.31
10003226,1937,95.544,5.702,15.0,5.92
10003244,1937,94.695,5.109,35.0,5.95
10003245,1937,95.5,6.0,120.0,6.0
10003255,1937,90.551,29.749,15.0,5.82
10003261,1937,105.325,-1.966,15.0,5.45
10003268,1937,96.731,25.957,15.0,6.5
10003275,1937,94.324,25.209,55.0,5.65
10003282,1937,101.708,20.222,15.0,5.98
10003291,1937,110.427,-8.767,55.0,6.87
10003310,1937,98.507,0.274,35.0,5.75
10003329,1937,99.336,34.888,15.0,5.46
10003335,1937,97.755,-0.985,15.0,6.38
10003336,1937,90.781,5.126,15.0,6.33
10003351,1937,106.592,-9.092,15.0,5.56
10003362,1937,111.289,55.639,15.0,5.96
10003363,1937,110.0,57.0,35.0,6.0
10003372,1938,96.867,33.766,15.0,5.58
10003374,1938,96.584,45.836,15.0,5.72
10003384,1938,102.031,-4.324,35.0,6.19
10003386,1938,105.0,-6.0,150.0,6.0
10003395,1938,100.661,-1.564,35.0,5.65
10003396,1938,100.0,-3.0,120.0,6.0
10003413,1938,97.094,50.727,15.0,5.81
10003415,1938,91.203,27.999,15.0,5.62
10003417,1938,91.584,11.291,15.0,5.51
10003430,1938,103.454,32.166,15.0,6.13
10003443,1938,99.886,35.174,15.0,5.74
10003446,1938,94.4628,23.2276,105.0,6.8
10003468,1938,94.242,24.213,35.0,5.5
10003478,1938,99.774,22.881,15.0,6.16
10003539,1938,98.767,-0.525,35.0,6.44
10003546,1938,93.912,22.723,75.0,7.02
10003548,1938,102.534,-4.06,65.0,6.13
10003551,1938,98.624,37.397,15.0,5.95
10003552,1938,92.421,32.227,15.0,5.88
10003554,1938,101.379,-5.708,15.0,6.39
10003577,1938,91.044,49.688,15.0,5.63
10003587,1938,93.746,9.409,15.0,5.62
10003588,1938,93.466,9.049,15.0,5.5
10003589,1938,93.732,9.544,35.0,6.08
10003591,1938,94.245,9.579,15.0,5.59
10003601,1938,89.72,49.081,10.0,6.96
10003610,1938,101.221,23.219,15.0,5.77
10003651,1938,98.663,-4.495,15.0,6.5
10003658,1938,95.138,29.889,15.0,6.26
10003673,1938,90.357,33.208,15.0,6.11
10003691,1938,92.535,47.738,10.0,6.42
10003730,1939,95.863,6.304,15.0,5.45
10003731,1939,94.5,5.0,35.0,5.6
10003748,1939,99.22,-0.289,35.0,5.81
10003774,1939,89.324,-1.272,15.0,7.5
10003821,1939,98.0,50.5,35.0,5.6
10003822,1939,98.619,52.268,15.0,5.86
10003829,1939,108.762,53.7,15.0,6.12
10003832,1939,94.051,24.414,65.7,6.15
10003852,1939,93.252,23.327,15.0,5.88
10003857,1939,91.815,45.229,15.0,5.65
10003873,1939,93.397,6.669,15.0,5.7
10003874,1939,93.0,8.0,60.0,5.6
10003878,1939,107.047,-7.52,50.0,5.62
10003913,1939,94.804,11.649,15.0,5.75
10003927,1939,94.095,8.836,15.0,5.6
10004007,1940,99.072,35.314,15.0,5.96
10004030,1940,93.861,32.593,15.0,5.66
10004052,1940,107.711,-10.219,15.0,6.27
10004058,1940,96.569,2.541,25.0,5.52
10004063,1940,102.367,23.836,15.0,5.98
10004090,1940,107.898,-9.806,15.0,5.96
10004092,1940,94.295,23.409,50.0,5.86
10004129,1940,102.022,-4.489,35.0,6.02
10004134,1940,94.191,11.194,15.0,5.64
10004180,1940,90.748,34.721,15.0,5.93
10004187,1940,91.568,30.49,15.0,6.21
10004188,1940,91.384,30.885,15.0,5.87
10004189,1940,90.87,33.855,15.0,5.9
10004200,1940,93.724,8.182,15.0,5.57
10004203,1940,111.89,56.184,15.0,5.79
10004217,1940,91.658,30.851,15.0,6.21
10004239,1940,104.5,29.5,35.0,5.6
10004240,1940,103.702,28.714,15.0,5.96
10004247,1940,94.074,6.851,15.0,5.55
10004248,1940,93.5,8.5,35.0,5.6
10004263,1940,108.178,-9.108,35.0,5.88
10004296,1941,91.794,27.169,15.0,6.43
10004301,1941,91.875,26.699,15.0,6.04
10004316,1941,96.887,28.305,15.0,5.72
10004323,1941,100.135,-1.271,15.0,5.71
10004356,1941,104.374,-5.797,35.0,6.23
10004357,1941,103.5,-5.0,35.0,6.2
10004358,1941,97.156,38.985,15.0,6.18
10004376,1941,98.59,25.662,15.0,5.77
10004380,1941,99.202,23.722,25.0,6.7
10004383,1941,93.087,26.681,15.0,5.53
10004393,1941,103.592,30.229,15.0,5.75
10004406,1941,92.626,11.94,20.0,7.6
10004408,1941,93.093,12.666,35.0,6.04
10004410,1941,91.98,11.917,15.0,5.49
10004413,1941,92.557,12.08,15.0,5.83
10004414,1941,106.953,52.813,15.0,5.81
10004416,1941,93.026,12.085,35.0,5.53
10004422,1941,93.537,11.732,35.0,5.44
10004429,1941,92.792,11.995,15.0,5.75
10004451,1941,92.706,12.2,35.0,5.8
10004459,1941,93.78,8.619,15.0,5.82
10004467,1941,92.761,12.954,35.0,5.73
10004470,1941,91.984,27.114,15.0,5.45
10004491,1941,104.925,-4.551,15.0,5.79
10004499,1941,103.053,31.696,15.0,5.83
10004500,1941,96.168,2.832,25.0,5.74
10004501,1941,99.501,1.776,15.0,5.67
10004503,1941,93.163,12.506,35.0,5.51
10004506,1941,98.329,25.462,15.0,6.01
10004516,1941,94.262,6.103,15.0,5.88
10004518,1941,97.226,4.482,15.0,5.9
10004521,1941,107.0,-5.0,250.0,5.8
10004538,1941,90.271,43.831,15.0,5.74
10004545,1941,99.813,22.346,10.0,6.92
10004555,1942,95.349,5.879,15.0,6.64
10004557,1942,101.348,22.247,35.0,6.36
10004597,1942,96.779,5.189,15.0,6.13
10004652,1942,95.888,17.855,15.0,5.65
10004664,1942,96.142,30.308,15.0,5.74
10004682,1942,98.962,0.03,15.0,5.89
10004686,1942,92.945,13.184,15.0,5.5
10004733,1943,91.403,27.187,15.0,5.82
10004737,1943,99.568,22.117,35.0,5.86
10004764,1943,105.511,-6.353,35.0,6.98
10004792,1943,102.004,-3.054,15.0,6.23
10004794,1943,102.227,-2.854,15.0,7.4
10004795,1943,100.877,-0.837,10.0,7.74
10004820,1943,109.847,-8.631,60.0,6.99
10004857,1943,93.829,26.705,15.0,7.18
10004875,1943,100.8273,-0.6242,140.0,7.1
10004890,1943,94.017,15.406,35.0,5.59
10004909,1944,101.313,-2.892,45.0,6.6
10004943,1944,109.409,-7.428,15.0,5.79
10004982,1944,92.827,12.308,35.0,6.14
10005006,1944,108.046,-8.608,35.0,6.3
10005024,1944,101.636,30.864,15.0,5.62
10005030,1944,103.413,-4.628,15.0,6.05
10005063,1944,92.583,24.731,15.0,6.33
10005114,1945,91.349,24.712,35.0,5.75
10005133,1945,95.58,4.394,65.0,6.24
10005134,1945,95.898,5.207,15.0,6.67
10005141,1945,92.226,11.71,20.0,6.25
10005211,1946,98.133,24.445,15.0,6.08
10005213,1946,94.477,20.154,15.0,5.63
10005216,1946,89.085,35.007,15.0,6.03
10005233,1946,101.922,-3.999,45.0,6.64
10005236,1946,92.401,19.799,35.0,5.67
10005243,1946,98.85,0.851,65.0,5.75
10005259,1946,99.025,-0.729,35.0,6.99
10005325,1946,95.6662,24.0536,15.0,7.95
10005326,1946,95.705,23.532,15.0,7.64
10005411,1947,99.491,33.498,15.0,7.58
10005431,1947,94.536,23.919,57.3,6.01
10005471,1947,93.628,28.484,20.0,7.3
10005497,1947,96.779,24.855,15.0,6.02
10005516,1947,101.723,-3.957,35.0,6.29
10005586,1948,105.559,-6.382,35.0,6.41
10005608,1948,100.391,30.124,55.0,7.3
10005610,1948,100.731,29.91,35.0,5.68
10005614,1948,94.834,6.266,65.0,6.31
10005622,1948,99.894,26.284,25.0,6.11
10005666,1948,94.318,5.388,35.0,5.76
10005672,1948,94.15,22.664,65.0,6.52
10005677,1948,103.908,27.05,35.0,6.06
10005678,1948,104.006,27.245,35.0,5.93
10005697,1948,94.856,26.308,50.0,5.88
10005715,1949,92.302,-11.94,10.0,6.7
10005735,1949,101.907,-4.418,55.0,6.28
10005740,1949,99.037,25.952,35.0,5.69
10005758,1949,110.133,53.338,15.0,6.08
10005759,1949,95.73,4.775,50.0,6.41
10005760,1949,95.803,4.367,65.0,5.51
10005771,1949,95.012,11.687,15.0,5.81
10005772,1949,100.439,33.282,15.0,5.88
10005774,1949,105.438,-6.343,60.0,6.28
10005791,1949,101.694,-10.598,35.0,5.85
10005799,1949,88.945,31.072,15.0,5.62
10005830,1949,94.012,46.376,35.0,5.6
10005834,1949,93.644,46.7,25.0,5.91
10005864,1950,99.97,21.951,35.0,6.89
10005865,1950,99.983,21.814,35.0,6.71
10005866,1950,100.174,22.21,15.0,5.79
10005874,1950,99.024,45.708,15.0,6.08
10005876,1950,90.817,27.223,15.0,5.65
10005888,1950,103.083,-5.729,35.0,6.41
10005890,1950,101.134,51.639,35.0,6.9
10005920,1950,99.768,34.95,30.0,5.8
10005954,1950,96.445,28.363,15.0,8.6
10005955,1950,95.731,28.52,25.0,6.17
10005956,1950,96.777,27.337,25.0,5.81
10005957,1950,92.944,25.343,25.0,6.01
10005958,1950,95.131,28.498,25.0,5.8
10005959,1950,96.746,28.665,25.0,5.75
10005960,1950,95.894,28.38,25.0,6.23
10005961,1950,94.866,29.063,25.0,5.75
10005962,1950,94.968,28.18,25.0,5.66
10005963,1950,92.802,27.492,15.0,5.96
10005964,1950,95.963,28.716,25.0,5.72
10005965,1950,97.217,26.886,25.0,5.48
10005966,1950,96.968,26.859,25.0,5.67
10005967,1950,94.844,28.427,25.0,6.14
10005969,1950,94.774,29.622,25.0,5.74
10005970,1950,95.805,29.211,20.0,6.4
10005971,1950,96.557,29.723,25.0,6.09
10005972,1950,95.062,29.473,25.0,5.76
10005973,1950,97.157,27.186,25.0,5.74
10005974,1950,91.483,33.039,15.0,5.96
10005975,1950,95.511,29.932,25.0,5.96
10005976,1950,98.227,0.388,30.0,5.84
10005977,1950,94.584,28.97,25.0,5.91
10005979,1950,97.171,26.992,25.0,6.07
10005980,1950,95.019,29.207,25.0,5.97
10005981,1950,97.02,27.048,25.0,5.68
10005982,1950,96.476,28.504,25.0,5.91
10005983,1950,96.672,28.249,25.0,5.64
10005985,1950,94.965,27.233,25.0,6.19
10005986,1950,94.6,29.183,25.0,5.55
10005987,1950,98.686,0.983,55.0,6.35
10005989,1950,95.33,28.61,25.0,5.73
10005990,1950,89.034,-3.593,15.0,5.93
10005991,1950,95.302,29.688,25.0,5.73
10005992,1950,95.226,29.585,25.0,5.55
10005994,1950,96.753,29.758,25.0,5.93
10005995,1950,96.731,29.711,25.0,5.69
10006000,1950,94.158,28.615,25.0,5.81
10006001,1950,103.113,23.323,15.0,6.0
10006002,1950,95.133,27.605,25.0,6.22
10006005,1950,93.962,32.44,15.0,5.63
10006018,1950,94.409,28.873,20.0,6.27
10006019,1950,97.508,27.161,25.0,6.04
10006025,1950,94.401,28.55,25.0,6.35
10006028,1950,95.457,28.22,25.0,5.53
10006039,1950,95.354,27.419,25.0,5.96
10006040,1950,96.81,26.095,25.0,5.7
10006041,1950,95.851,33.173,15.0,5.69
10006046,1950,97.396,30.353,15.0,5.62
10006051,1950,105.365,46.135,15.0,5.73
10006055,1950,94.807,27.233,25.0,5.51
10006058,1950,96.895,25.382,15.0,5.69
10006071,1950,95.686,28.767,25.0,6.09
10006085,1950,91.712,8.23,25.0,6.04
10006088,1950,91.844,23.854,15.0,5.9
10006089,1951,109.988,47.582,15.0,5.88
10006110,1951,97.96,-0.728,25.0,5.95
10006120,1951,95.427,28.661,15.0,5.73
10006124,1951,94.668,27.99,25.0,5.98
10006126,1951,97.487,30.634,15.0,5.84
10006127,1951,97.363,30.843,15.0,6.22
10006136,1951,97.391,30.731,15.0,5.73
10006137,1951,90.575,25.949,15.0,5.77
10006144,1951,93.861,28.28,15.0,6.4
10006146,1951,94.575,28.842,25.0,5.96
10006195,1951,96.529,28.619,25.0,5.82
10006197,1951,105.648,45.425,15.0,5.6
10006202,1951,95.312,31.539,15.0,5.53
10006221,1951,98.74,25.826,15.0,5.53
10006250,1951,106.823,-7.616,55.0,5.86
10006277,1951,98.223,-0.363,50.0,6.47
10006278,1951,98.206,-0.136,30.0,5.75
10006279,1951,98.159,-0.155,30.0,5.98
10006302,1951,91.498,30.908,15.0,6.13
10006305,1951,91.261,31.056,30.0,7.7
10006306,1951,91.451,30.477,15.0,5.61
10006314,1951,91.232,30.441,15.0,5.45
10006316,1951,90.774,30.974,15.0,5.69
10006320,1951,100.013,26.579,27.5,6.41
10006325,1951,90.784,31.244,15.0,6.27
10006326,1951,95.528,39.49,15.0,6.17
10006342,1952,95.438,39.733,35.0,5.96
10006346,1952,93.795,33.978,15.0,5.5
10006347,1952,98.661,39.594,15.0,5.77
10006349,1952,109.8495,-5.5976,675.0,6.9
10006352,1952,95.924,29.434,15.0,5.5
10006369,1952,90.768,29.879,15.0,5.48
10006373,1952,97.057,2.362,35.0,5.57
10006379,1952,91.776,30.492,15.0,5.62
10006381,1952,101.967,-3.48,15.0,6.33
10006413,1952,95.068,26.621,35.0,5.45
10006428,1952,98.8,-0.317,30.0,6.56
10006429,1952,94.488,28.4,20.0,5.96
10006431,1952,91.651,30.891,15.0,5.77
10006432,1952,91.759,30.367,15.0,5.75
10006439,1952,90.918,31.373,15.0,5.86
10006442,1952,99.797,22.565,10.0,6.68
10006451,1952,102.155,29.796,10.0,6.14
10006476,1952,97.182,2.56,47.9,5.71
10006479,1952,91.601,30.648,25.0,7.4
10006486,1952,93.905,28.138,15.0,5.63
10006496,1952,91.861,34.345,15.0,6.04
10006499,1952,91.957,30.308,15.0,5.55
10006506,1952,102.25,28.43,10.0,6.62
10006509,1952,92.1,36.52,15.0,5.65
10006514,1952,93.198,37.008,15.0,6.09
10006545,1952,101.159,33.224,15.0,6.19
10006618,1952,100.002,22.547,15.0,6.21
10006697,1953,96.712,30.495,10.0,5.85
10006698,1953,96.874,31.049,10.0,6.02
10006710,1953,103.158,24.119,35.0,5.56
10006717,1953,102.289,-5.906,20.0,5.86
10006719,1953,102.129,-6.218,20.0,5.95
10006723,1953,101.321,-3.219,49.6,5.73
10006786,1953,97.076,1.351,25.0,5.8
10006793,1953,90.072,50.493,15.0,5.73
10006810,1953,97.262,29.824,15.0,5.92
10006827,1953,98.553,-0.633,25.0,6.08
10006832,1953,95.971,4.05,45.4,5.94
10006883,1954,101.217,38.956,25.0,6.98
10006886,1954,90.991,45.104,15.0,5.71
10006894,1954,91.605,27.672,15.0,6.16
10006923,1954,92.859,9.944,35.0,5.91
10006939,1954,95.062,4.237,30.0,5.94
10006955,1954,105.585,-8.475,15.0,5.91
10006960,1954,105.122,-6.327,55.0,5.71
10006969,1954,105.447,-6.624,60.0,6.82
10006982,1954,101.033,27.517,15.0,5.72
10006990,1954,104.151,38.622,25.0,6.86
10007112,1955,100.454,-1.812,38.3,6.09
10007123,1955,98.337,25.828,60.0,5.99
10007124,1955,91.653,-9.101,20.0,7.0
10007125,1955,91.749,-9.595,15.0,5.81
10007127,1955,90.166,29.671,15.0,5.93
10007141,1955,101.759,29.957,10.0,7.09
10007161,1955,96.927,27.051,15.0,5.77
10007168,1955,93.869,6.828,25.3,7.05
10007177,1955,110.956,-10.158,25.0,6.4
10007191,1955,101.109,26.669,15.0,6.18
10007212,1955,94.171,8.179,20.0,5.93
10007231,1955,95.843,23.98,15.0,5.84
10007245,1955,100.141,-1.995,40.6,6.0
10007253,1955,101.78,26.467,10.0,6.7
10007256,1955,101.671,26.28,15.0,5.89
10007258,1955,101.429,29.977,15.0,5.88
10007269,1955,95.372,4.18,35.0,5.74
10007285,1955,92.656,21.819,35.0,6.21
10007288,1955,90.189,29.845,15.0,5.91
10007296,1956,94.133,8.002,14.8,6.28
10007330,1956,94.276,23.302,52.7,6.2
10007333,1956,94.218,23.375,52.2,5.82
10007341,1956,93.897,4.958,35.0,5.69
10007346,1956,96.667,1.864,29.9,6.31
10007382,1956,90.853,25.03,15.0,5.54
10007386,1956,104.06,-5.875,25.0,5.78
10007401,1956,95.781,22.178,34.3,6.82
10007426,1956,95.211,27.974,15.0,5.58
10007445,1956,94.442,6.97,20.0,6.01
10007488,1956,96.208,26.611,15.0,5.75
10007496,1956,94.122,23.38,50.0,5.81
10007506,1957,95.138,5.901,50.0,5.64
10007520,1957,105.331,50.291,10.0,6.35
10007533,1957,96.877,2.099,35.0,5.77
10007553,1957,97.15,2.073,35.0,6.15
10007602,1957,107.116,-4.509,596.3,6.9
10007620,1957,107.138,-8.832,25.0,5.95
10007629,1957,107.362,-8.89,25.0,6.22
10007664,1957,95.657,14.226,45.0,6.06
