eventID,year,longitude,latitude,depth,magnitude
10148056,1989,101.6052,-4.195,33.0,3.86
10148083,1989,101.1994,-4.3278,51.0,4.32
10148095,1989,99.483,30.112,12.1,6.17
10148096,1989,97.475,31.1648,33.0,4.74
10148098,1989,99.5419,29.9829,48.0,5.25
10148099,1989,99.2748,30.1671,6.0,4.44
10148100,1989,99.3418,30.0271,10.0,4.32
10148102,1989,99.2832,30.1906,10.0,4.9
10148105,1989,99.3094,30.0416,32.0,5.2
10148106,1989,99.1358,30.1565,33.0,5.02
10148112,1989,99.599,30.075,10.0,5.77
10148113,1989,99.5153,30.3659,10.0,4.21
10148114,1989,99.5517,30.0982,40.0,5.26
10148115,1989,94.7412,7.0421,33.0,4.44
10148119,1989,99.2841,29.9439,39.0,4.32
10148120,1989,94.5833,6.9707,31.0,5.16
10148124,1989,99.2615,30.1801,10.0,4.56
10148128,1989,99.5323,30.0134,20.0,4.89
10148133,1989,99.3614,30.0412,33.0,5.25
10148134,1989,99.1702,29.9395,21.0,4.44
10148137,1989,99.4033,29.9694,21.0,4.44
10148142,1989,99.4716,29.9901,38.0,4.79
10148145,1989,106.322,27.4675,10.0,4.21
10148147,1989,99.4823,30.0394,10.0,5.02
10148157,1989,99.2815,29.9988,10.0,4.79
10148161,1989,99.8042,22.4336,3.0,5.26
10148164,1989,99.3439,29.712,9.0,4.9
10148179,1989,99.595,23.522,20.0,5.62
10148181,1989,99.2924,29.8674,35.0,5.02
10148210,1989,106.5207,39.3355,10.0,3.86
10148241,1989,92.5078,22.8887,105.0,3.98
10148255,1989,99.4574,30.0299,10.0,4.44
10148284,1989,105.438,50.165,10.9,5.64
10148285,1989,105.4069,50.1087,15.0,4.74
10148293,1989,91.5753,35.2677,15.0,5.3
10148329,1989,97.5492,49.7925,33.0,4.63
10148332,1989,93.5778,21.0639,33.0,4.63
10148335,1989,93.4661,10.3979,110.0,4.32
10148347,1989,91.9821,35.9528,13.0,5.08
10148354,1989,94.7515,6.7889,41.0,4.96
10148366,1989,94.6265,23.4314,111.0,4.9
10148381,1989,99.6793,30.0899,46.0,5.2
10148388,1989,93.1055,10.0938,50.0,4.67
10148394,1989,102.6536,-4.7228,33.0,5.28
10148422,1989,99.742,1.5154,187.0,4.79
10148478,1989,105.2747,21.8165,14.0,4.09
10148480,1989,93.141,10.528,33.0,4.32
10148523,1989,95.6152,85.1003,10.0,4.67
10148549,1989,90.0,85.6237,10.0,4.79
10148577,1989,99.3927,29.9058,33.0,5.57
10148627,1989,99.5492,29.9829,39.0,5.45
10148649,1989,99.2081,29.7638,48.0,4.44
10148658,1989,94.2627,22.5328,110.0,4.21
10148668,1989,100.158,0.5098,174.0,5.14
10148681,1989,109.0859,31.5527,34.0,4.67
10148704,1989,100.2097,0.2495,173.0,5.02
10148727,1989,99.4086,29.9925,32.0,4.79
10148741,1989,99.345,23.4074,18.0,5.14
10148743,1989,95.8925,35.6301,20.0,3.98
10148752,1989,99.2721,30.0585,38.0,4.56
10148761,1989,105.4083,-5.8325,106.0,4.9
10148782,1989,106.5754,-8.94,33.0,4.53
10148792,1989,91.9582,34.2144,25.0,5.14
10148795,1989,99.4929,29.9042,29.0,5.48
10148805,1989,101.391,-1.3539,166.0,4.56
10148814,1989,93.9436,10.7698,182.0,4.32
10148816,1989,92.7833,10.3967,33.0,4.9
10148822,1989,102.3301,29.3537,5.0,5.08
10148829,1989,102.0197,25.2804,41.0,4.56
10148831,1989,102.5314,-4.7563,33.0,4.44
10148861,1989,90.6996,26.3864,49.0,5.2
10148871,1989,89.773,21.936,10.0,5.78
10148888,1989,95.18,24.766,33.0,4.52
10148889,1989,92.7289,11.1858,33.0,3.98
10148890,1989,109.0757,31.5485,15.0,4.74
10148933,1989,101.5921,34.6185,16.0,5.02
10148941,1989,102.478,20.609,20.0,5.58
10148959,1989,108.9297,-9.7501,28.0,5.33
10149028,1989,102.9618,-4.7599,73.0,4.9
10149061,1989,88.9776,32.7422,10.0,4.41
10149091,1989,93.6184,21.5905,62.0,4.56
10149125,1989,96.6522,32.0598,33.0,4.21
10149141,1989,94.3688,23.7866,65.0,5.14
10149156,1989,102.0093,-4.485,16.0,5.41
10149186,1989,108.74,-8.6681,52.0,4.09
10149190,1989,103.7098,-3.9677,69.0,5.02
10149204,1989,107.8987,53.1358,0.0,4.32
10149205,1989,95.8653,24.4738,52.0,5.02
10149308,1989,103.8049,-5.4007,60.0,3.86
10149331,1989,103.3401,-6.0237,33.0,4.09
10149341,1989,94.3694,23.5284,72.0,4.56
10149364,1989,96.3933,2.1505,33.0,5.17
10149388,1989,94.7526,4.8562,44.0,4.32
10149390,1989,97.931,1.838,33.0,3.98
10149395,1989,94.538,22.7882,95.0,5.57
10149412,1989,94.4511,23.7189,33.0,4.3
10149458,1989,99.1563,2.8724,187.0,5.37
10149460,1989,95.664,5.073,87.4,5.59
10149474,1989,99.54,29.999,10.0,5.62
10149476,1989,99.128,29.943,33.0,4.9
10149489,1989,99.1825,2.3563,74.0,3.75
10149502,1989,111.7494,-11.1259,84.0,4.79
10149507,1989,95.3953,3.8988,72.0,4.09
10149542,1989,92.5466,27.5538,33.0,4.84
10149597,1989,105.9175,42.6312,33.0,4.63
10149624,1989,107.0926,-7.3796,33.0,5.02
10149625,1989,94.033,24.456,33.0,4.56
10149630,1989,94.0306,24.0023,109.0,3.98
10149631,1989,96.0059,4.7983,40.0,5.28
10149651,1989,95.9876,4.7048,33.0,4.79
10149672,1989,96.064,2.758,24.0,5.34
10149673,1989,96.074,2.709,23.0,5.57
10149689,1989,93.8954,24.6387,111.0,4.41
10149692,1989,92.6644,26.9362,33.0,4.63
10149709,1989,105.961,-6.896,60.0,5.26
10149731,1989,95.8972,24.8807,33.0,4.84
10149732,1989,99.3315,30.0275,33.0,4.3
10149733,1989,99.617,30.072,21.0,5.02
10149735,1989,103.0945,27.439,33.0,4.09
10149780,1989,103.6063,-5.0434,107.0,4.56
10149821,1989,94.563,24.5,73.0,5.37
10149848,1989,96.8844,27.5172,33.0,4.21
10149948,1989,102.744,-5.321,43.0,5.26
10149951,1989,102.257,-4.2531,82.0,4.67
10149957,1989,95.7476,12.5013,32.0,4.9
10149980,1989,102.9764,-5.2802,56.0,5.26
10150000,1989,99.0317,20.2152,38.0,4.32
10150001,1989,99.3192,20.3119,10.0,4.67
10150074,1989,98.617,0.266,45.0,4.44
10150083,1989,99.012,-0.1588,33.0,4.32
10150091,1989,105.7749,-6.8071,127.0,4.32
10150106,1989,102.698,-5.64,35.0,5.26
10150112,1989,94.4533,7.9856,57.0,4.09
10150113,1989,94.421,7.4412,33.0,4.56
10150115,1989,94.27,7.6807,33.0,4.32
10150134,1989,92.8653,9.4377,76.0,3.98
10150160,1989,99.4442,2.504,109.0,4.09
10150169,1989,98.82,20.3522,13.0,5.14
10150225,1989,99.6092,28.7952,10.0,4.32
10150236,1989,108.369,-6.687,230.0,5.4
10150287,1989,102.7823,39.5479,25.0,4.71
10150337,1989,96.1064,4.7454,35.0,4.67
10150355,1989,93.3262,9.4025,75.0,4.32
10150362,1989,102.917,-5.726,35.0,5.2
10150372,1989,110.9758,-9.3929,33.0,4.52
10150392,1989,101.8868,-2.4056,158.0,3.98
10150415,1989,110.48,-9.105,35.0,5.63
10150416,1989,110.407,-9.034,44.0,5.57
10150417,1989,110.4483,-9.0395,33.0,4.79
10150420,1989,98.7911,0.206,62.0,4.32
10150421,1989,92.5631,32.8686,10.0,3.75
10150422,1989,110.402,-9.021,47.0,5.46
10150424,1989,110.379,-9.093,45.0,5.05
10150438,1989,90.2004,50.4572,33.0,4.44
10150459,1989,110.2067,-9.5912,33.0,4.44
10150480,1989,102.558,-5.054,43.0,5.05
10150518,1989,99.5724,30.1112,33.0,4.44
10150521,1989,99.5275,30.1006,37.0,4.79
10150535,1989,111.319,-8.307,136.0,4.79
10150542,1989,94.9847,5.2348,101.0,3.65
10150543,1989,101.7989,-6.2891,33.0,4.74
10150563,1989,105.045,-5.949,140.0,4.79
10150573,1989,94.7701,5.7627,93.0,3.98
10150587,1989,92.662,26.763,30.0,4.67
10150588,1989,99.8371,25.8614,33.0,4.77
10150591,1989,103.097,25.47,15.0,5.08
10150601,1989,97.055,39.0376,10.0,5.08
10150623,1989,102.488,31.476,11.9,6.1
10150662,1989,94.936,20.715,134.0,5.35
10150673,1989,94.3717,22.6927,112.0,3.75
10150692,1989,95.341,12.499,10.0,5.2
10150707,1989,99.3926,23.3674,33.0,4.21
10150723,1989,98.536,20.1611,33.0,4.09
10150724,1989,98.79,20.294,20.0,5.8
10150725,1989,98.2046,19.7881,49.0,4.67
10150726,1989,98.5183,20.2115,18.0,4.96
10150728,1989,99.2852,20.2938,10.0,4.09
10150749,1989,102.232,-1.889,210.0,5.02
10150751,1989,98.794,20.36,15.0,5.26
10150757,1989,98.932,20.263,20.0,5.75
10150818,1989,94.5249,5.0649,81.0,4.09
10150820,1989,92.8671,9.909,72.0,5.02
10150831,1989,95.0242,33.5737,33.0,4.79
10150864,1989,99.1922,20.2202,10.0,4.44
10150883,1989,98.9627,19.3057,70.0,4.09
10150892,1989,94.8059,4.2225,66.0,4.56
10150924,1989,98.6179,20.3273,10.0,4.89
10150927,1989,94.8372,3.8319,33.0,4.52
10150939,1989,95.522,24.344,33.0,4.44
10150994,1989,98.9602,2.7339,170.0,4.67
10151010,1989,101.3904,22.1036,10.0,4.09
10151019,1989,103.6501,35.9833,17.0,4.79
10151024,1989,94.8763,25.1201,33.0,4.19
10151048,1989,93.8188,32.6482,23.0,4.56
10151079,1989,99.4677,1.2102,42.0,5.17
10151204,1989,110.0556,-5.758,532.0,4.84
10151319,1989,111.867,-9.316,39.9,5.57
10151320,1989,111.8563,-9.5052,33.0,5.2
10151322,1989,111.943,-9.287,35.9,5.59
10151323,1989,111.7318,-9.8279,33.0,4.21
10151324,1989,110.9312,-11.3688,33.0,3.65
10151357,1989,94.1442,32.791,25.0,4.41
10151371,1989,106.2186,36.0311,10.0,5.14
10151390,1989,94.171,33.011,33.0,4.96
10151403,1989,105.0654,-6.3551,35.0,4.65
10151407,1989,98.2053,0.3409,33.0,4.84
10151492,1989,111.6528,-9.7065,10.0,4.56
10151512,1989,108.0889,-6.2541,298.0,5.02
10151541,1989,103.8995,27.4266,44.0,5.02
10151564,1989,94.3271,21.087,94.0,4.21
10151594,1989,99.3396,-3.9431,31.0,5.14
10151609,1989,94.5266,4.7237,58.0,5.33
10151615,1989,91.2347,35.0949,33.0,4.71
10151617,1989,102.8074,-5.033,78.0,5.4
10151673,1989,106.3598,-8.6986,33.0,5.2
10151684,1989,104.7982,28.3987,43.0,4.21
10151705,1989,89.6996,28.9603,33.0,4.63
10151707,1989,106.8465,29.8944,22.0,5.2
10151708,1989,106.8243,29.8655,8.0,5.2
10151805,1989,98.871,1.0162,111.0,5.25
10151809,1989,98.8074,1.008,95.0,5.14
10151814,1989,96.5265,25.7946,36.0,4.44
10151880,1989,108.2428,-6.2172,285.0,3.98
10151885,1989,96.1935,4.6516,33.0,5.02
10151902,1989,93.814,21.223,49.0,5.34
10151914,1989,93.633,21.166,15.0,4.79
10151929,1989,95.2643,25.323,146.0,4.74
10151952,1989,107.5854,-5.8158,314.0,4.56
10151960,1989,103.372,30.2847,57.0,4.77
10151961,1989,102.801,29.722,33.0,4.56
10151986,1989,93.729,21.196,47.0,5.45
10151988,1989,93.6785,21.1096,55.0,3.86
10152008,1989,94.563,22.909,115.0,4.9
10152030,1989,97.7604,55.3226,33.0,4.21
10152049,1989,94.4065,5.0982,36.0,5.02
10152089,1989,104.422,-6.308,60.0,5.14
10152159,1989,92.056,-8.562,10.0,5.86
10152163,1989,96.0153,4.0733,75.0,3.98
10152180,1989,94.0074,6.9066,33.0,5.02
10152268,1989,96.377,3.269,23.0,5.33
10152277,1989,96.263,3.227,26.0,5.2
10152294,1989,94.7054,28.8756,45.0,4.9
10152335,1989,111.387,35.6293,40.0,4.56
10152346,1989,99.721,31.5633,18.0,3.98
10152378,1989,93.1185,11.203,94.0,3.98
10152379,1989,103.052,-4.897,62.0,5.48
10152380,1989,102.836,-4.483,30.0,5.4
10152401,1989,104.212,-6.1479,33.0,4.67
10152404,1989,107.1284,39.2737,21.0,3.75
10152410,1989,94.696,24.52,15.0,4.44
10152413,1989,94.2731,24.1287,98.0,4.32
10152444,1989,94.2975,22.6299,56.0,4.44
10152457,1990,107.257,-9.432,15.0,5.2
10152522,1990,106.555,-8.637,25.0,5.78
10152546,1990,92.925,-10.699,13.5,5.99
10152566,1990,98.8149,20.1331,47.0,4.32
10152585,1990,88.127,28.218,63.0,5.02
10152589,1990,103.2362,30.7978,26.0,4.32
10152595,1990,94.984,11.566,20.0,5.71
10152600,1990,95.218,24.792,117.2,6.26
10152611,1990,94.5102,22.4713,117.0,4.9
10152612,1990,94.589,24.458,81.0,5.37
10152619,1990,95.166,11.649,20.0,5.85
10152636,1990,95.368,25.04,140.0,4.79
10152648,1990,102.9207,-4.4534,112.0,4.9
10152678,1990,94.116,7.9447,79.0,4.09
10152699,1990,92.049,37.859,10.0,5.97
10152708,1990,108.8528,-8.1831,94.0,5.14
10152728,1990,103.258,30.687,15.0,4.9
10152729,1990,110.3545,-9.6077,33.0,4.46
10152764,1990,111.6719,-9.533,33.0,4.52
10152790,1990,93.9611,4.3259,33.0,4.3
10152806,1990,95.6857,24.6691,33.0,4.52
10152820,1990,105.899,-6.606,85.0,5.4
10152821,1990,88.021,-7.4828,10.0,5.02
10152835,1990,88.638,41.498,15.0,5.08
10152862,1990,96.07,3.925,50.0,6.21
10152864,1990,92.4227,11.5405,37.0,4.9
10152873,1990,96.495,25.205,18.0,5.26
10152882,1990,102.7623,-5.0399,111.0,4.09
10152888,1990,99.9541,20.6555,9.0,5.2
10152925,1990,100.107,23.398,15.0,5.26
10152926,1990,100.1008,23.3695,5.0,5.14
10152947,1990,99.4995,1.7205,76.0,3.87
10152953,1990,105.382,-5.965,35.0,5.48
10152973,1990,94.74,6.229,105.0,5.14
10153013,1990,95.9459,2.8743,33.0,4.52
10153051,1990,98.2326,3.0,120.0,4.32
10153053,1990,110.309,-10.157,25.0,5.79
10153058,1990,98.0781,32.5207,33.0,3.63
10153070,1990,92.4078,24.8536,33.0,4.09
10153075,1990,98.3365,32.082,10.0,5.14
10153093,1990,110.3384,-10.2651,58.0,4.59
10153139,1990,99.1542,20.3618,10.0,4.41
10153153,1990,98.9392,26.0517,10.0,5.02
10153215,1990,104.41,-3.7695,293.0,4.67
10153253,1990,92.2639,6.2131,36.0,4.32
10153261,1990,96.9495,2.3834,61.0,4.83
10153267,1990,99.0314,26.0355,18.0,5.14
10153274,1990,99.3042,23.2312,32.0,4.21
10153275,1990,99.6062,23.122,33.0,5.33
10153285,1990,108.0836,-6.7349,247.0,4.32
10153363,1990,110.079,-10.577,33.0,4.95
10153367,1990,89.9492,29.39,10.0,4.56
10153411,1990,94.6627,18.295,18.0,5.39
10153424,1990,97.4037,4.0128,56.0,4.56
10153450,1990,109.906,-9.597,33.0,4.32
10153455,1990,94.3984,5.7077,86.0,5.14
10153458,1990,90.0207,29.1397,53.0,4.96
10153466,1990,93.1283,24.9467,52.0,5.25
10153468,1990,94.5196,7.467,28.0,4.67
10153473,1990,110.8521,-6.8865,173.0,4.74
10153477,1990,90.0226,29.3786,10.0,4.32
10153480,1990,94.4927,7.489,68.0,4.56
10153481,1990,94.5549,7.4177,52.0,4.67
10153532,1990,110.1986,-10.3031,36.0,4.74
10153538,1990,94.1942,25.2916,50.0,4.9
10153539,1990,94.0144,23.0221,93.0,5.14
10153554,1990,94.8289,4.452,59.0,3.86
10153598,1990,88.3951,28.7494,33.0,4.32
10153610,1990,103.1294,-4.9505,71.0,4.47
10153626,1990,106.2954,40.1538,24.0,3.86
10153767,1990,110.1722,-10.544,33.0,4.63
10153768,1990,110.1802,-10.3835,33.0,4.44
10153771,1990,105.625,40.557,35.0,4.67
10153795,1990,110.1523,-10.6602,33.0,4.32
10153800,1990,96.643,25.491,24.0,5.22
10153802,1990,95.9058,24.9028,270.0,3.87
10153803,1990,96.6054,25.3876,39.0,4.09
10153830,1990,97.4022,30.5814,40.0,4.32
10153869,1990,104.577,-6.3847,43.0,5.14
10153890,1990,102.7316,28.4232,33.0,3.98
10153904,1990,99.2159,24.8766,20.0,4.56
10153958,1990,94.291,23.6798,151.0,4.41
10153962,1990,96.4682,25.2742,49.0,4.83
10154095,1990,102.198,-4.268,46.0,5.05
10154178,1990,102.527,-5.188,41.0,5.27
10154266,1990,94.6545,3.9506,75.0,4.74
10154290,1990,102.6174,-4.61,33.0,5.17
10154329,1990,108.4775,-9.6075,33.0,4.63
10154361,1990,111.403,-6.2292,265.0,4.3
10154367,1990,107.6659,-8.2534,34.0,3.75
10154478,1990,105.196,-6.794,35.0,5.78
10154526,1990,110.14,-8.673,50.0,4.59
10154606,1990,94.3488,23.8534,82.0,4.56
10154611,1990,99.353,30.002,18.0,5.08
10154615,1990,96.249,47.219,15.0,5.14
10154657,1990,97.8464,21.6498,45.0,4.89
10154681,1990,109.585,-10.533,16.0,5.2
10154734,1990,97.4758,4.1197,160.0,4.21
10154735,1990,106.688,-7.083,35.0,5.14
10154765,1990,99.7086,-0.0246,124.0,4.79
10154805,1990,102.5344,-5.1503,70.0,5.02
10154925,1990,99.8621,14.076,33.0,4.74
10154986,1990,95.2334,16.0178,33.0,4.09
10155101,1990,107.572,-9.421,15.0,5.39
10155109,1990,94.545,24.04,88.0,4.67
10155117,1990,100.332,36.047,10.0,6.25
10155118,1990,100.271,36.158,10.0,6.44
10155119,1990,100.0469,36.4705,26.0,4.67
10155128,1990,100.0464,36.2288,37.0,4.09
10155134,1990,99.9925,35.9544,23.0,4.52
10155138,1990,100.093,36.3317,25.0,3.76
10155140,1990,100.1373,36.1046,19.0,3.87
10155171,1990,100.0571,36.2395,10.0,4.9
10155175,1990,100.1523,36.3482,23.0,3.98
10155182,1990,100.1244,36.3853,29.0,4.3
10155186,1990,96.6497,33.1756,10.0,4.96
10155190,1990,100.0559,36.2914,1.0,4.56
10155204,1990,93.3383,33.5682,49.0,4.89
10155212,1990,95.2294,26.5398,150.0,5.48
10155222,1990,100.079,36.242,15.0,4.96
10155224,1990,100.149,36.2685,10.0,4.44
10155225,1990,94.4233,7.3342,33.0,4.21
10155226,1990,100.1543,36.4162,20.0,3.76
10155228,1990,94.194,7.35,20.0,5.57
10155235,1990,100.2226,36.3688,27.0,4.56
10155243,1990,109.9154,-9.5847,33.0,4.67
10155255,1990,110.2984,-10.4672,33.0,4.56
10155261,1990,103.135,-4.1766,33.0,4.44
10155305,1990,91.0,85.3055,10.0,3.98
10155308,1990,92.601,12.0032,33.0,4.09
10155323,1990,104.2542,45.6223,19.0,5.14
10155332,1990,99.9251,36.0399,33.0,3.98
10155338,1990,104.394,45.63,35.0,5.14
10155358,1990,89.9819,29.9881,33.0,5.14
10155363,1990,110.3137,-10.4772,33.0,3.75
10155381,1990,100.369,36.106,31.0,5.29
10155400,1990,94.9317,30.1047,33.0,4.32
10155444,1990,88.0729,31.5145,33.0,4.19
10155454,1990,90.7138,36.1233,33.0,4.77
10155491,1990,100.0394,36.3416,17.0,3.51
10155496,1990,106.9593,-7.938,38.0,4.44
10155514,1990,92.7271,32.4626,33.0,4.67
10155524,1990,100.2354,36.3645,33.0,4.67
10155535,1990,88.1124,31.4678,33.0,4.32
10155542,1990,101.105,84.832,10.0,5.08
10155545,1990,92.6243,22.7771,25.0,4.44
10155551,1990,100.1144,36.0686,22.0,4.21
10155582,1990,100.135,36.124,11.0,5.33
10155594,1990,92.7266,32.4219,45.0,3.98
10155600,1990,99.1496,-0.364,67.0,5.14
10155604,1990,103.7098,40.3,10.0,4.09
10155629,1990,96.0099,4.2227,33.0,5.2
10155635,1990,102.49,-4.13,75.0,5.37
10155646,1990,89.7716,33.753,33.0,4.09
10155650,1990,99.8665,36.1307,33.0,3.98
10155663,1990,100.138,36.081,15.0,4.9
10155674,1990,107.981,53.188,1.0,5.26
10155695,1990,108.932,-8.093,22.5,5.6
10155709,1990,89.9636,30.1606,3.0,4.96
10155718,1990,103.138,-4.67,90.0,5.25
10155736,1990,94.462,4.964,54.0,5.14
10155748,1990,95.5204,26.536,94.0,4.9
10155814,1990,95.5521,5.5504,133.0,3.86
10155846,1990,103.2376,30.7754,30.0,4.32
10155858,1990,102.7257,43.8038,33.0,4.44
10155863,1990,99.0428,14.818,33.0,4.09
10155873,1990,100.1567,35.9719,10.0,4.44
10155926,1990,97.3036,2.0824,33.0,4.9
10155952,1990,108.153,-9.834,33.0,5.02
10155953,1990,92.8108,32.4452,16.0,5.23
10155958,1990,108.244,-10.029,33.0,4.9
10155969,1990,106.8162,-7.4197,69.0,4.79
10156000,1990,94.4963,23.6425,84.0,4.44
10156016,1990,103.8959,-5.3978,33.0,4.41
10156018,1990,103.2225,-4.6637,70.0,4.67
10156048,1990,102.585,-5.0206,75.0,4.32
10156074,1990,96.0064,12.0848,33.0,4.89
10156078,1990,98.9806,1.8703,4.0,4.56
10156090,1990,103.707,28.2514,10.0,4.32
10156120,1990,109.9022,-11.0134,33.0,4.84
10156137,1990,106.4048,-6.8171,110.0,4.9
10156149,1990,99.9108,36.2047,32.0,4.89
10156163,1990,106.2295,39.9856,16.0,4.56
10156195,1990,94.0044,24.9821,58.0,4.89
10156277,1990,111.2627,-8.8029,33.0,4.53
10156281,1990,110.6302,-10.2295,33.0,4.79
10156311,1990,98.5447,24.8015,33.0,4.52
10156325,1990,98.4047,2.3389,115.0,3.98
10156386,1990,105.1505,-5.3741,105.0,4.9
10156410,1990,98.8914,2.0998,33.0,3.63
10156430,1990,94.1312,23.0109,89.0,4.32
10156446,1990,100.0957,38.4504,33.0,4.32
10156469,1990,100.7833,-3.3756,56.0,5.33
10156476,1990,95.3149,4.5888,78.0,5.14
10156546,1990,93.7788,23.6348,154.0,4.21
10156585,1990,102.043,-3.28,112.0,5.48
10156596,1990,95.272,3.3136,33.0,4.67
10156600,1990,94.8597,15.2204,33.0,4.71
10156605,1990,96.4113,19.5923,33.0,3.98
10156623,1990,105.5143,-6.2157,150.0,4.56
10156640,1990,109.9973,-10.991,33.0,5.37
10156663,1990,94.2598,23.416,97.0,4.09
10156664,1990,100.0626,-2.3742,33.0,4.3
10156670,1990,107.987,-6.836,14.0,5.55
10156673,1990,106.1097,52.293,33.0,3.63
10156689,1990,89.4385,43.1514,10.0,4.21
10156702,1990,97.1,2.248,35.0,4.44
10156740,1990,100.2195,36.3136,24.0,4.56
10156758,1990,94.1092,15.3325,33.0,4.77
10156822,1990,103.2737,29.4976,9.0,4.67
10156823,1990,98.063,2.2,65.0,4.67
10156827,1990,94.483,23.583,103.0,4.21
10156849,1990,109.181,31.525,14.0,4.44
10156854,1990,100.6418,20.5225,19.0,4.89
10156876,1990,104.938,-6.5,35.0,5.39
10156974,1990,100.1072,0.9557,214.0,4.32
10157072,1990,111.5044,55.4286,20.0,4.77
10157099,1990,104.852,-6.01,100.0,5.02
10157126,1990,95.3979,3.8111,45.0,4.9
10157186,1990,100.1454,36.0124,6.0,4.56
10157188,1990,110.9219,-5.7271,576.0,5.25
10157191,1990,99.8026,-1.8256,66.0,5.26
10157217,1990,102.626,-4.846,45.0,5.14
10157250,1990,94.1579,4.6013,33.0,3.98
10157252,1990,94.762,17.785,50.0,4.77
10157328,1990,99.1209,29.8502,28.0,4.48
10157341,1990,105.0837,-3.7802,291.0,4.63
10157381,1990,95.6195,24.2464,33.0,4.21
10157388,1990,95.294,3.891,31.0,5.08
10157409,1990,95.231,24.885,158.0,4.79
10157421,1990,105.312,-6.508,55.0,5.77
10157426,1990,94.6483,22.6682,131.0,4.9
10157459,1990,99.566,-0.0906,116.0,5.25
10157465,1990,103.302,29.561,12.0,5.08
10157478,1990,106.8713,-7.1645,33.0,5.17
10157483,1990,103.1833,-4.5217,110.0,4.67
10157522,1990,102.4623,27.7335,10.0,4.9
10157527,1990,98.7651,0.6371,84.0,4.63
10157599,1990,94.6587,6.3423,132.0,3.65
10157653,1990,93.706,12.2102,33.0,4.56
10157669,1990,102.0939,-4.0159,33.0,4.67
10157687,1990,100.1124,36.1265,18.0,4.67
10157709,1990,95.4988,4.2144,100.0,4.9
10157721,1990,95.5187,4.3179,99.0,5.02
10157769,1990,101.2679,27.0226,28.0,5.7
10157775,1990,93.931,7.64,19.1,5.99
10157776,1990,93.907,7.4381,33.0,4.3
10157789,1990,99.2671,29.8852,42.0,4.83
10157859,1990,108.4824,-8.0267,102.0,4.56
10157908,1990,110.7759,-9.1273,52.0,5.47
10157923,1990,103.1361,-4.5963,109.0,4.79
10157924,1990,110.7688,-9.1645,44.0,5.02
10157932,1990,111.0267,-10.1611,33.0,4.74
10157935,1990,98.5896,45.3381,0.0,4.9
10157975,1990,92.7354,27.1763,25.0,4.96
10157982,1990,100.0381,36.1667,40.0,4.67
10157986,1990,95.0498,11.785,16.0,5.08
10158012,1990,106.6224,-6.2877,165.0,5.02
10158025,1990,102.8376,26.8514,14.0,4.32
10158035,1990,99.41,19.3035,10.0,3.63
10158046,1990,93.8834,9.0268,33.0,4.63
10158052,1990,92.67,26.5819,57.0,5.37
10158069,1990,100.0039,36.2447,20.0,4.41
10158123,1990,100.379,36.128,22.0,4.09
10158137,1990,93.8716,12.1285,33.0,4.32
10158167,1990,94.5803,4.2122,77.0,4.76
10158173,1990,106.2365,-6.7133,87.0,5.25
10158175,1990,106.976,-6.8857,172.0,4.21
10158195,1990,98.8763,2.8044,176.0,4.9
10158233,1990,95.4174,24.0495,74.0,4.32
10158249,1990,101.727,-3.4375,73.0,5.25
10158258,1990,98.3366,-0.4552,47.0,5.23
10158267,1990,100.2858,1.0684,237.0,4.21
10158270,1990,96.356,4.3076,33.0,5.14
10158294,1990,92.4591,11.0111,33.0,4.89
10158369,1990,100.0592,35.9379,20.0,4.9
10158372,1990,103.746,-5.899,30.0,5.81
10158392,1990,88.971,38.1863,33.0,4.44
10158426,1990,103.4257,-6.2985,33.0,4.59
10158448,1990,98.2878,-0.8487,33.0,3.87
10158512,1990,94.0773,6.6322,69.0,4.9
10158515,1990,102.3129,-5.4338,44.0,5.48
10158517,1990,102.3913,-3.9354,86.0,5.05
10158595,1990,89.4755,31.5163,33.0,3.98
10158606,1990,106.519,-7.045,30.0,4.79
10158612,1990,103.808,30.3128,36.0,4.32
10158625,1990,93.938,32.551,15.0,5.02
10158627,1990,95.8566,3.8005,72.0,5.14
10158629,1990,89.51,47.45,24.0,5.08
10158645,1990,94.287,23.2473,77.0,3.86
10158671,1990,96.322,2.926,30.0,4.79
10158673,1990,108.4066,-5.1008,208.0,4.74
10158725,1990,92.856,9.866,35.0,4.9
10158727,1990,110.698,-9.291,40.0,5.14
10158746,1990,100.773,-3.561,26.0,5.39
10158759,1990,99.439,-1.64,40.0,5.37
10158772,1990,111.6269,54.7865,2.0,4.96
10158774,1990,92.4405,21.2349,41.0,3.98
10158820,1990,95.3034,4.3076,78.0,5.14
10158833,1990,98.1884,38.1588,10.0,4.09
10158848,1990,92.199,-2.137,25.0,6.69
10158850,1990,94.253,85.123,32.0,5.02
10158892,1990,99.9446,35.906,33.0,3.86
10158899,1990,99.983,-1.963,50.0,5.6
10158925,1990,103.71,37.12,10.0,5.72
10158926,1990,103.643,37.086,15.0,5.02
10158977,1990,103.2447,-4.978,60.0,3.98
10159029,1990,110.172,56.121,19.0,5.23
10159034,1990,107.2647,-8.3165,33.0,4.63
10159048,1990,98.939,1.477,100.0,5.02
10159055,1990,88.409,-2.549,18.0,5.02
10159065,1990,93.7989,10.0434,45.0,4.67
10159083,1990,92.4443,26.4684,37.0,4.77
10159089,1990,108.626,-8.965,40.0,4.89
10159166,1990,96.8805,27.5963,41.0,4.79
