OID,year,month,day,hour,minute,second,latitude,longitude,magnitude,depth,q,eventid,strike,smajax,sminax,unc,q_1,unc_1,q_12,s,mo,fac,mo_auth,mpp,mpr,mrr,mrt,mtp,mtt,str1,dip1,rake1,str2,dip2,rake2,type
-1,2019,2,8,11,55,10,9.77,126.369,5.9,32, A,614618491,80.1,4.1,2.8,5.1, A,0.1, A, d,0.9,18,    gcmt,0.23,-0.11,-0.64,0.52,-0.48,0.4,151,32,-56,292,64,-109, BDC
-1,2019,2,8,12,45,40,9.829,126.356,5.02,17, A,614619811,81.7,7.2,4.7,14.5, C,0.1, A, d,4.27,16,    gcmt,-3.41,1.99,3.98,-0.11,0.68,-0.57,164,31,84,351,59,94, BDC
-1,2019,2,8,17,2,43,9.772,126.326,4.97,44, B,614619802,77.9,9.5,6.1,14.5, C,0.1, A, d,3.55,16,    gcmt,-2.41,2.5,2.11,-1.07,0.13,0.3,195,23,121,341,71,78, BDC
-1,2019,2,8,21,10,3,9.809,126.326,5.06,34, B,614619910,73.2,6.5,4.1,5.1, A,0.1, A, d,4.81,16,    gcmt,0.86,-3.88,-1.84,1.23,-2.05,0.97,102,23,-145,340,77,-71, BDC
-1,2019,2,9,22,21,23,9.771,126.255,5.09,74, B,614620180,76.1,6.7,4.3,14.5, C,0.1, A, d,5.48,16,    gcmt,0.04,-5,-0.22,2.2,0.61,0.17,253,4,6,157,90,94, BDC
-1,2019,2,10,14,33,40,9.801,126.399,5.19,71, B,614620231,75,5.8,3.6,6.2, A,0.1, A, d,7.64,16,    gcmt,-5.38,-2.62,6.83,0.19,3.57,-1.45,319,37,74,159,55,101, BDC
-1,2019,3,8,15,6,16,10.383,125.973,6.06,51, A,615142175,77.4,4.2,2.9,6.1, A,0.1, A, d,1.53,18,    gcmt,-1.47,0.56,1.31,0.23,0.19,0.17,160,36,69,5,57,104, BDC
-1,2019,4,1,2,16,53,10.604,125.832,5.55,50, B,615409805,66.1,4.7,3.1,5.4, A,0.1, A, d,2.66,17,    gcmt,-2.05,-1.79,1.87,0.2,0.06,0.18,3,24,97,175,66,87, BDC
-1,2019,4,23,5,37,53,11.755,125.125,6.45,64, A,615417088,64.2,4.1,3,5.2, A,0.1, A, d,5.9,18,    gcmt,-1.21,-5.12,2.51,-0.72,-1.88,-1.29,70,21,144,194,78,73, BDC
-1,2019,4,26,5,27,8,9.743,126.543,5.53,75, B,615422682,67.9,5.7,3.7,5.3, A,0.1, A, d,2.49,17,    gcmt,-1.75,1.78,1.71,-0.12,0.08,0.04,179,22,92,356,68,89, BDC
-1,2019,4,26,6,4,28,9.767,126.438,5.16,69, B,615422684,72.6,7.2,4.8,14.5, C,0.1, A, d,6.86,16,    gcmt,-4.73,5.07,4.32,-0.76,0.56,0.41,176,21,94,352,69,89, BDC
-1,2019,4,26,8,4,30,9.794,126.543,5.54,62, B,615422689,63.6,5.9,3.9,6.2, A,0.1, A, d,2.57,17,    gcmt,-1.81,1.8,1.74,-0.29,0.34,0.07,169,22,89,351,68,91, BDC
-1,2019,4,26,10,54,52,9.774,126.636,5.08,17, A,616309722,78,6.5,4.3,3.9, A,0.1, A, d,5.29,16,    gcmt,-3.65,3.96,3.32,-0.21,0.36,0.33,173,21,87,357,69,91, BDC
-1,2019,4,26,20,28,34,9.758,126.548,5.38,32, A,615429853,72.3,5.6,3.7,5.1, A,0.1, A, d,1.46,17,    gcmt,-1.03,1.01,1.01,-0.16,0.18,0.03,170,23,89,351,67,90, BDC
-1,2019,4,28,3,59,57,9.578,126.452,5.09,33, B,615433193,82.1,7,4.3,51.2, A,0.1, A, d,5.5,16,    gcmt,-4.2,3.69,3.93,-0.07,-0.3,0.27,188,24,97,0,66,87, BDC
-1,2019,5,8,3,1,5,11.678,125.688,5.05,53, B,615499575,63,9.7,6.2,16.9, C,0.1, A, d,4.65,16,    gcmt,-4,2.78,3.34,-0.1,0.72,0.66,165,27,80,356,63,95, BDC
-1,2019,6,29,19,0,8,9.675,125.03,5.03,51, B,615982710,69.3,6.3,4.1,5.2, A,0.1, A, d,4.47,16,    gcmt,-2.7,-0.87,3.03,1.37,-3.07,-0.33,185,54,46,64,55,134, BDC
-1,2019,7,1,16,59,27,9.145,124.159,5.93,554, A,616004315,68.2,4.1,3.1,6.8, A,0.1, A, d,0.99,18,    gcmt,0.83,-0.52,-0.77,-0.26,0.02,-0.06,167,30,-116,16,63,-76, BDC
-1,2019,7,8,0,59,27,9.565,126.196,5.1,52, B,616046641,74,7.1,4.5,6.5, A,0.1, A, d,5.66,16,    gcmt,-5.05,0.87,3.38,2.67,-2.15,1.66,164,47,37,47,64,130, BDC
-1,2019,7,12,20,42,59,9.293,125.997,5.79,28, A,616060038,76.4,4.7,3.1,4.8, A,0.1, A, d,6.05,17,    gcmt,-2.63,0.43,-1.02,-0.43,5.12,3.65,196,84,-176,106,86,-6, BDC
-1,2019,8,3,21,10,57,12.741,125.028,4.99,44, B,616200636,70.6,6.8,3.9,6.3, A,0.1, A, d,3.9,16,    gcmt,-2.47,2.13,-0.77,1.44,0.1,3.24,129,49,-12,228,81,-138, BDC
-1,2019,8,3,23,17,34,12.782,124.988,4.99,41, B,616200643,70.4,8.4,5.2,5.4, A,0.1, A, d,3.81,16,    gcmt,-2.18,2.44,-0.37,1.74,-0.05,2.55,130,39,-6,225,86,-129, BDC
-1,2019,11,8,5,31,44,10.758,125.653,5.28,51, B,616764922,66.5,6.6,4,5.3, A,0.1, A, d,1.05,17,    gcmt,-0.38,0.66,-0.41,0.44,-0.01,0.8,123,39,-24,232,75,-126, BDC
-1,2019,12,26,12,19,52,11.16,122.669,5.07,40, B,617003197,71.1,6.9,4.1,5.2, A,0.1, A, d,5.13,16,    gcmt,-0.99,-0.99,-1.97,-2.23,-3.74,2.96,341,55,-21,83,73,-144, BDC
