OID,year,month,day,hour,minute,second,latitude,longitude,magnitude,depth,q,eventid,strike,smajax,sminax,unc,q_1,unc_1,q_12,s,mo,fac,mo_auth,mpp,mpr,mrr,mrt,mtp,mtt,str1,dip1,rake1,str2,dip2,rake2,type
-1,2012,2,6,11,40,17,9.871,123.075,5.38,13, A,600323619,67.1,3.6,2.8,4.5, B,0.1, A, d,1.47,17,    gcmt,-0.02,0.76,0.6,-0.85,-0.83,-0.58,22,49,28,273,69,136, BDC
-1,2012,2,8,0,41,4,10.208,123.355,5.27,10, A,600332426,59.6,3.5,2.4,4.5, A,0.1, A, d,0.97,17,    gcmt,-0.82,-0.01,0.95,-0.15,-0.36,-0.12,15,44,79,211,48,101, BDC
-1,2012,2,24,5,42,28,10.002,126.055,4.96,68, B,600712419,70.5,5.9,3.3,18, B,0.1, A, d,3.34,16,    gcmt,-3.59,0.14,2.72,0.87,0.24,0.86,157,48,60,17,50,119, BDC
-1,2012,2,25,7,1,48,11.755,125.827,4.97,28, A,600714791,73.5,6.1,4,6.5, C,0.1, A, d,3.47,16,    gcmt,-2.49,1.93,2.75,-0.42,1.12,-0.25,151,28,79,344,62,96, BDC
-1,2012,3,5,23,6,29,12.407,123.704,5.54,15, A,600764093,56.1,4,2.8,3.6, A,0.1, A, d,2.7,17,    gcmt,-2.39,-0.39,-0.1,-0.83,-0.52,2.49,231,87,161,322,71,3, BDC
-1,2012,3,16,7,58,4,10.019,125.638,5.83,25, A,600792419,69,4.4,3.2,4.5, A,0.1, A, d,6.2,17,    gcmt,-0.4,-0.66,-5.06,-0.45,3.7,5.45,57,49,-100,252,42,-79, BDC
-1,2012,4,25,6,55,12,12.076,125.742,5.06,17, B,601111049,73.9,5.3,3.4,13.4, B,0.1, A, d,4.84,16,    gcmt,-3.04,3.52,2.99,-0.75,1.23,0.06,153,21,78,346,69,95, BDC
-1,2012,7,18,6,36,49,11.332,126.157,5.34,15, A,601404423,72.5,4.3,3,4, A,0.1, A, d,1.25,17,    gcmt,-0.67,1.05,0.64,-0.04,0.17,0.03,156,17,71,356,74,96, BDC
-1,2012,8,31,12,47,35,10.811,126.787,7.62,35, A,601667544,62.9,3.7,2.8,5.2, A,0.1, A, d,3.3,20,    gcmt,-3.42,-0.31,2.89,-0.94,-0.23,0.53,201,51,114,345,45,63, BDC
-1,2012,8,31,23,37,57,10.42,126.712,5.59,25, A,601755815,71.5,4.5,3.3,4.5, A,0.1, A, d,3.1,17,    gcmt,2.43,-1.3,-2.89,0.04,-0.73,0.47,348,57,-83,156,33,-100, BDC
-1,2012,9,1,0,25,2,10.248,126.482,5.36,24, B,601668326,67.4,5.3,3.3,14.5, C,0.1, A, d,1.36,17,    gcmt,-1.11,0.39,1.47,0.19,0.06,-0.36,171,37,80,3,53,98, BDC
-1,2012,9,1,1,16,6,10.505,126.791,5.44,15, A,601668328,64.1,5,4.1,25, C,0.1, A, d,1.79,17,    gcmt,1.37,-0.79,-1.7,0,-0.44,0.34,153,33,-102,348,58,-82, BDC
-1,2012,9,1,1,20,38,10.56,126.871,5.43,19, A,601668330,66.7,6,4.1,25, C,0.1, A, d,1.78,17,    gcmt,1.39,0.36,-1.94,-0.02,-0.39,0.54,336,40,-94,162,51,-86, BDC
-1,2012,9,1,8,8,9,10.364,126.854,5,16, A,601668346,76,5.4,3.7,25, C,0.1, A, d,3.98,16,    gcmt,2.19,-1.44,-3.86,1.01,-1.32,1.67,139,32,-93,322,58,-88, BDC
-1,2012,9,1,8,13,14,10.393,126.931,5.07,18, B,601668347,74.3,6.4,4,25, C,0.1, A, d,5.07,16,    gcmt,2.68,0.07,-4.96,2.13,-1.85,2.28,151,38,-67,302,55,-107, BDC
-1,2012,9,2,14,42,13,11.347,126.742,5.15,14, A,601670458,67.1,5.3,3.6,4.5, A,0.1, A, d,6.79,16,    gcmt,5.15,-0.51,-6.27,1.46,-3.22,1.11,161,41,-75,321,51,-103, BDC
-1,2012,9,3,2,14,41,10.395,126.48,5.28,16, A,601671995,76.6,4.6,3.3,5, A,0.1, A, d,1.04,17,    gcmt,-0.74,0.69,0.8,-0.07,0.07,-0.05,174,24,90,355,66,90, BDC
-1,2012,9,3,3,11,29,10.349,126.586,5.07,17, A,601671997,81.2,5.6,4,8, C,0.1, A, d,5.15,16,    gcmt,-3.72,3.24,4.17,-0.21,0.62,-0.45,166,26,83,354,65,93, BDC
-1,2012,9,4,0,50,52,10.478,126.907,5.3,23, A,601673039,69,5.1,3.4,4.7, A,0.1, A, d,1.13,17,    gcmt,0.86,0.27,-1.13,-0.2,-0.35,0.27,338,37,-85,152,54,-94, BDC
-1,2012,9,4,6,42,59,10.697,126.842,5.28,14, A,601833335,69,4.6,3.3,4.5, A,0.1, A, d,1.04,17,    gcmt,0.7,0.12,-1.07,0.02,-0.43,0.37,322,43,-96,150,47,-85, BDC
-1,2012,9,4,6,54,58,10.651,126.825,5.23,16, A,601673758,66.8,5,3.4,4.7, A,0.1, A, d,0.89,17,    gcmt,0.76,-0.19,-0.9,0.08,-0.21,0.14,164,38,-88,341,52,-91, BDC
-1,2012,9,4,6,57,59,10.568,126.74,5.26,9, A,601673759,69.5,4.6,3.2,5.2, A,0.1, A, d,0.99,17,    gcmt,0.81,0,-1.11,-0.12,-0.17,0.29,349,44,-83,159,46,-97, BDC
-1,2012,9,4,9,58,8,10.522,126.804,5.37,12, A,601673794,69.3,4.4,3.2,4.9, A,0.1, A, d,1.41,17,    gcmt,1.18,-0.52,-1.39,-0.2,-0.14,0.2,164,35,-105,2,56,-80, BDC
-1,2012,9,4,15,11,11,10.661,126.753,5.23,15, A,601734447,72.9,4.5,3.4,4.9, A,0.1, A, d,0.87,17,    gcmt,0.58,-0.25,-0.86,0.09,-0.34,0.28,144,37,-96,331,54,-86, BDC
-1,2012,9,5,0,35,28,11.601,126.771,5.33,15, A,601675138,67.7,5,3.6,25, C,0.1, A, d,1.24,17,    gcmt,1.05,0,-1.15,0.14,-0.56,0.09,163,44,-79,328,47,-100, BDC
-1,2012,9,15,7,3,60,12.622,125.621,5.2,13, B,601717591,67.1,4.7,2.9,11.1, C,0.1, A, d,7.84,16,    gcmt,-4.66,5.22,5.32,-1.69,2.51,-0.65,148,23,79,340,67,95, BDC
-1,2012,9,15,10,26,23,12.628,125.583,5.38,13, B,601717681,68.2,4.3,2.6,11.1, C,0.1, A, d,1.46,17,    gcmt,-0.87,0.98,0.98,-0.26,0.49,-0.11,144,24,74,342,67,97, BDC
-1,2012,10,4,14,45,28,9.932,126.555,5.24,16, B,601782845,78.2,5.2,3.2,14.5, C,0.1, A, d,0.9,17,    gcmt,-0.51,0.75,0.47,-0.04,0.08,0.04,166,17,80,356,73,93, BDC
-1,2012,10,25,22,58,17,11.275,126.226,4.99,26, B,601848643,65.7,6.2,4,16.2, C,0.1, A, d,3.82,16,    gcmt,-3.12,1.09,3.82,0.79,0.85,-0.7,151,40,70,356,53,106, BDC
-1,2012,10,27,15,46,26,10.461,126.888,5.3,15, B,601852919,76.4,5.3,3.4,25, C,0.1, A, d,1.12,17,    gcmt,0.92,0.24,-1.15,0.03,-0.3,0.22,335,40,-97,165,51,-84, BDC
-1,2012,10,28,2,43,10,10.529,126.82,5.4,15, B,601852953,80.9,5.4,3.5,25, C,0.1, A, d,1.61,17,    gcmt,1.33,-0.3,-1.63,0.28,-0.43,0.3,165,38,-82,335,52,-96, BDC
-1,2012,11,2,18,17,35,9.252,126.261,6.08,50, A,601868898,68.7,4,2.8,5.1, A,0.1, A, d,1.6,18,    gcmt,-1.58,0.4,1.44,0.31,0.26,0.14,6,53,108,157,40,67, BDC
-1,2012,11,3,11,12,19,10.552,126.91,5.3,15, B,601869847,74.4,5,3.3,5, A,0.1, A, d,1.13,17,    gcmt,0.92,0.38,-1.11,-0.09,-0.28,0.18,340,35,-92,163,55,-88, BDC
-1,2012,12,6,0,43,22,10.989,126.67,5.49,15, B,601996104,76.7,5.1,3.3,4.6, A,0.1, A, d,2.1,17,    gcmt,1.88,-0.33,-2.02,-0.38,-0.73,0.14,147,44,-109,353,49,-72, BDC
-1,2013,1,19,13,48,4,11.322,125.482,5.2,55, B,602340508,71.7,4.9,3.2,5, A,0.1, A, d,0.8,17,    gcmt,-0.81,0.13,0.74,0.13,0.04,0.07,166,42,73,8,50,104, BDC
-1,2013,1,30,2,32,15,10.574,126.75,5.07,8, A,602359417,76.6,4.7,3.4,4.7, A,0.1, A, d,5.12,16,    gcmt,3.96,-1.84,-4.96,1.34,-0.93,1,170,33,-78,336,58,-97, BDC
-1,2013,3,30,1,50,44,10.047,126.306,5.49,30, B,602753075,75.3,4.7,3.1,4.6, A,0.1, A, d,2.8,17,    gcmt,-1.38,2.43,1.21,-0.03,0.13,0.17,359,76,92,170,14,82, BDC
-1,2013,3,30,1,54,29,10.017,126.372,5.15,32, B,602784795,70.9,6.8,3.9,14.5, C,0.1, A, d,6.64,16,    gcmt,-5.98,3.04,5.49,1.34,0.21,0.49,165,33,67,11,60,104, BDC
-1,2013,6,8,2,11,56,10.682,126.84,5.19,15, A,603056209,75.9,4.6,3.2,3.9, A,0.1, A, d,0.76,17,    gcmt,0.54,-0.34,-0.73,-0.04,-0.19,0.19,148,34,-107,348,58,-79, BDC
-1,2013,6,8,7,37,4,10.685,126.838,5.11,15, A,603056222,83.3,5,3.4,3.9, A,0.1, A, d,5.92,16,    gcmt,3.59,-2.12,-5.32,2.12,-2.02,1.73,152,30,-81,321,60,-95, BDC
-1,2013,6,8,20,33,29,10.681,126.904,5.19,15, A,603056448,81.5,4.8,3.5,25, C,0.1, A, d,0.76,17,    gcmt,0.5,-0.11,-0.77,-0.18,-0.3,0.26,339,46,-71,133,47,-108, BDC
-1,2013,8,14,11,24,47,10.313,126.128,5.07,34, A,603332657,78.3,4.7,3.3,19.6, C,0.1, A, d,5.09,16,    gcmt,-3.89,3.35,3.74,-0.28,0.26,0.14,177,24,92,356,66,89, BDC
-1,2013,10,15,0,12,33,9.864,124.12,7.1,19, A,609078498,73.1,3.4,2.6,3.9, A,0.1, A, d,5.61,19,    gcmt,-2.06,-0.3,4.97,-1.02,-3.53,-2.91,235,50,98,42,40,80, BDC
-1,2013,10,15,8,36,23,9.905,124.295,5.61,15, A,609078492,74.1,5,3.6,14.9, C,0.1, A, d,3.23,17,    gcmt,2.24,0.06,0.6,-0.9,-1.81,-2.84,117,88,-166,27,76,-2, BDC
-1,2013,10,15,8,42,50,9.763,123.746,5.69,15, A,603736847,71.9,3.4,2.8,3.9, A,0.1, A, d,4.34,17,    gcmt,-1.81,-0.32,3.54,-2.19,-2.13,-1.73,242,60,109,27,35,60, BDC
-1,2013,10,15,8,52,20,9.94,124.061,5.24,18, A,603736848,85.6,3.9,3,25, B,0.1, A, d,0.92,17,    gcmt,-0.45,-0.04,0.94,0.03,-0.42,-0.48,49,45,94,223,45,86, BDC
-1,2013,10,15,13,51,21,9.826,123.804,5.08,16, A,603989222,104.1,3.9,3.7,25, B,0.1, A, d,5.16,16,    gcmt,-0.76,-2.97,2.91,-0.75,-3.32,-2.14,83,38,143,203,68,58, BDC
-1,2013,10,16,1,37,2,9.66,123.687,5.2,25, A,603740735,79.9,3.9,3.2,6.2, B,0.1, A, d,7.86,16,    gcmt,-5.01,-0.99,6.77,-3.11,-3.75,-1.76,18,37,64,229,57,108, BDC
-1,2013,10,16,2,42,23,9.874,124.362,5.02,15, A,607207001,81.3,4,3,14.9, B,0.1, A, d,4.22,16,    gcmt,1.88,-1.09,0.04,-1.35,-3.39,-1.92,107,73,-168,13,79,-18, BDC
-1,2013,10,16,5,28,39,9.976,124.207,5.13,15, A,603740744,78.9,4,3.1,25, B,0.1, A, d,6.25,16,    gcmt,3.37,0.06,-2.19,-0.93,-5.7,-1.18,10,78,-7,102,83,-168, BDC
-1,2013,10,16,23,37,30,9.748,123.875,5.16,13, A,607207117,80.5,3.5,2.6,32, B,0.1, A, d,6.96,16,    gcmt,0.76,-2.38,3.12,-4.31,-4.57,-3.89,46,23,73,244,68,97, BDC
-1,2013,10,18,8,48,6,9.787,123.985,5.04,15, A,603746161,84.6,3.6,2.8,25, B,0.1, A, d,4.52,16,    gcmt,2.39,0.14,-0.12,-1.83,-3.41,-2.27,16,67,-5,108,86,-157, BDC
-1,2013,10,19,20,40,43,10.077,124.257,5.28,16, B,603750271,70.9,4.7,2.9,14.9, B,0.1, A, d,1.03,17,    gcmt,0.36,0.64,0.43,-0.43,-0.18,-0.8,49,43,26,300,73,130, BDC
-1,2013,10,19,21,29,38,10.081,124.22,5.03,16, A,603750275,79.4,4.9,3.3,25, B,0.1, A, d,4.39,16,    gcmt,2.45,-0.21,2.86,-0.94,-1.79,-5.31,83,39,97,254,51,84, BDC
-1,2013,10,19,21,43,31,10.026,124.3,5.14,28, A,603750277,74,5.2,3.7,14.9, B,0.1, A, d,6.35,16,    gcmt,5.62,-1.93,-0.13,-0.17,-2.43,-5.49,122,75,173,214,83,15, BDC
-1,2013,10,20,8,5,41,9.727,123.789,5.12,14, A,603751417,66.7,6.1,4.1,32, C,0.1, A, d,5.93,16,    gcmt,-1.24,0.04,4.21,-2.07,-4.36,-2.97,25,43,51,253,58,120, BDC
-1,2013,10,20,23,3,19,9.832,124.099,5.23,15, B,603751176,64.5,6.1,3.8,3.7, A,0.1, A, d,0.87,17,    gcmt,-0.09,-0.16,0.57,-0.47,-0.51,-0.47,37,30,62,248,64,105, BDC
-1,2013,11,1,13,58,41,9.859,124.167,5.07,15, B,603767531,70.8,4.8,3.1,25, C,0.1, A, d,5.03,16,    gcmt,-0.1,-0.85,3.47,-2.4,-3,-3.36,46,31,70,249,61,102, BDC
-1,2014,1,26,2,41,42,11.224,124.619,4.98,15, B,604009300,82.3,5.5,3.5,6.5, B,0.1, A, d,3.78,16,    gcmt,-1.61,0.49,-2.66,0.95,1.26,4.27,96,39,-65,244,55,-109, BDC
-1,2014,1,26,6,12,4,11.182,124.651,4.96,18, B,604009310,82.3,5.5,3,6.5, B,0.1, A, d,3.41,16,    gcmt,-0.95,0.89,-2.67,-0.29,0.72,3.62,239,49,-123,104,51,-58, BDC
-1,2014,3,15,10,55,13,10.559,126.763,5.26,17, A,604161840,77,5.2,3.6,25, C,0.1, A, d,0.97,17,    gcmt,0.77,-0.56,-0.75,0.21,-0.01,-0.02,191,28,-69,347,64,-101, BDC
-1,2014,5,31,18,59,60,9.374,126.505,5.22,33, B,604664385,68.9,6.1,3.8,17.1, C,0.1, A, d,0.86,17,    gcmt,-0.7,0.09,0.99,0.04,0.07,-0.28,168,42,86,353,48,93, BDC
-1,2014,6,2,1,4,6,9.589,126.67,5.06,24, A,604669072,71.9,5.1,3.5,17.1, C,0.1, A, d,4.82,16,    gcmt,-4.22,2.33,4.15,-0.02,0.56,0.07,169,31,84,356,59,93, BDC
-1,2014,6,11,9,8,21,9.758,125.818,5.12,20, A,604723279,65.7,4.8,3.2,18, C,0.1, A, d,6.13,16,    gcmt,-3.51,2.41,-2.08,0.4,2.86,5.59,115,62,-19,214,74,-151, BDC
-1,2014,7,24,23,57,26,10.438,125.302,5.4,15, B,605099086,69.9,4.7,2.9,42.2, B,0.1, A, d,1.58,17,    gcmt,-1.43,-0.05,-0.15,0.34,-0.35,1.58,51,82,173,142,83,8, BDC
-1,2014,10,4,17,38,38,11.024,126.072,5.19,22, B,605498760,77.7,5.2,3.4,15.9, C,0.1, A, d,7.67,16,    gcmt,-6.2,4.47,6.15,-0.04,0.9,0.05,167,27,82,356,63,94, BDC
-1,2014,10,27,8,32,6,9.769,126.791,5.37,20, A,605617833,72.2,5.2,3.6,12.7, C,0.1, A, d,1.42,17,    gcmt,-0.59,0.71,0.3,-0.46,-1.02,0.29,253,56,164,352,77,35, BDC
-1,2014,10,27,8,34,18,9.755,126.78,5.43,20, A,610573362,77.3,5.2,3.7,12.7, C,0.1, A, d,1.75,17,    gcmt,-0.88,0.91,0.55,-0.33,-1.24,0.34,252,53,163,353,77,39, BDC
-1,2014,11,10,4,41,17,10.085,126.848,5.37,18, A,610573712,71.4,5.5,3.7,4.6, A,0.1, A, d,1.41,17,    gcmt,1.36,0.08,-1.36,0.05,-0.37,0,342,44,-95,169,46,-86, BDC
-1,2014,12,21,0,25,22,11.515,125.955,5.57,18, B,610574717,75.8,5,3.1,16.2, C,0.1, A, d,2.82,17,    gcmt,-2.02,1.94,2,-0.16,0.34,0.01,354,67,93,168,23,84, BDC
-1,2014,12,21,10,0,11,11.56,126.072,5.25,18, B,606411960,69.5,5.1,3.2,16.2, C,0.1, A, d,0.95,17,    gcmt,-0.67,0.67,0.66,0.04,0.06,0.01,169,23,78,1,68,95, BDC
-1,2014,12,30,15,25,33,9.865,126.379,5.03,18, B,606436732,69.2,5.5,3.4,14.5, C,0.1, A, d,4.35,16,    gcmt,-1.38,3.74,1.28,-1.68,0.67,0.1,164,10,98,336,80,89, BDC
-1,2014,12,30,19,9,3,9.889,126.442,5.1,18, A,606436757,70.8,5.3,3.7,14.5, C,0.1, A, d,5.67,16,    gcmt,-2.12,4.55,1.87,-2.66,0.57,0.25,187,12,125,331,80,83, BDC
-1,2015,2,6,8,3,19,9.587,126.353,5.41,67, B,606707531,72.5,5.5,3.4,5.2, A,0.1, A, d,1.62,17,    gcmt,-1.36,1.02,1.15,0.01,0.14,0.22,170,26,82,359,65,94, BDC
-1,2015,2,6,9,39,6,9.59,126.441,5.11,60, B,606708754,79.2,7,4.3,17.1, C,0.1, A, d,5.79,16,    gcmt,-5.14,2.8,4.97,0.17,0.35,0.17,172,31,84,360,59,94, BDC
-1,2015,2,10,13,29,41,11.305,126.242,5.42,20, B,606723229,75.7,5.3,3.1,6.1, A,0.1, A, d,1.69,17,    gcmt,-1.34,0.93,1.4,-0.21,0.24,-0.06,171,28,92,348,62,89, BDC
-1,2015,3,2,21,51,55,9.901,126.453,5.08,25, A,606760671,81.6,5.3,3.9,14.5, C,0.1, A, d,5.28,16,    gcmt,-1.47,1.75,-3.91,-0.47,1.31,5.38,233,51,-129,106,53,-52, BDC
-1,2015,5,13,15,55,5,13.024,124.371,5.15,17, B,607235565,60.3,5.9,3.4,22, C,0.1, A, d,6.61,16,    gcmt,-2.58,2.82,-1.82,0.99,4.61,4.4,107,60,-11,202,80,-149, BDC
-1,2015,5,22,11,0,2,11.505,124.363,4.99,16, B,607260757,61.4,5,2.8,9.8, B,0.1, A, d,3.91,16,    gcmt,-3.4,-0.73,-0.19,-0.69,-1.42,3.59,326,75,-4,57,86,-165, BDC
-1,2015,7,3,6,43,23,10.161,125.97,6.11,44, A,611836134,74.1,4.6,3.2,5.3, A,0.1, A, d,1.87,18,    gcmt,-1.82,0.65,1.6,0.33,0.09,0.22,164,36,69,10,56,105, BDC
-1,2015,9,7,12,22,40,10.136,126.177,4.96,55, B,607732134,67.9,7.3,4.4,18, C,0.1, A, d,3.44,16,    gcmt,-3.2,-1.42,2.92,0.48,-0.42,0.28,19,34,110,175,58,77, BDC
-1,2015,12,20,9,28,51,12.867,124.379,5.33,111, B,611838535,66.3,5.2,3.1,5.2, A,0.1, A, d,1.25,17,    gcmt,-0.82,0.14,0.35,-0.74,0.71,0.47,196,51,163,297,77,40, BDC
-1,2015,12,26,22,11,19,9.939,126.059,5.04,78, B,611838551,71.8,5.6,3.4,18, B,0.1, A, d,4.59,16,    gcmt,-4.71,1.19,3.91,0.91,-0.29,0.8,169,39,68,16,54,106, BDC
-1,2016,1,13,7,52,41,12.226,125.554,5.12,84, B,611838648,78.8,6.8,4.6,5, A,0.1, A, d,6.06,16,    gcmt,-4.23,4.1,4.15,-0.11,1.55,0.08,149,25,67,354,67,100, BDC
-1,2016,1,14,13,14,50,9.605,126.327,5.54,49, B,611838654,71,4.9,2.9,6.5, A,0.1, A, d,2.6,17,    gcmt,-2.36,1.2,2.24,0.17,0.09,0.13,173,32,81,3,59,95, BDC
-1,2016,2,13,20,14,35,10.531,125.175,4.99,216, B,608330818,63.6,7,4.2,15.1, C,0.1, A, d,3.88,16,    gcmt,-1.93,-2.61,-0.65,-0.45,1.7,2.58,291,49,-12,29,81,-139, BDC
-1,2016,7,26,14,29,10,9.738,125.506,5.28,18, B,609262340,68.5,5,2.7,3.7, A,0.1, A, d,1.06,17,    gcmt,-0.46,-0.38,-0.02,-0.27,-0.83,0.49,343,72,-14,77,76,-162, BDC
-1,2016,8,13,14,5,5,11.549,124.385,5.1,33, B,611830343,63.3,4.1,2.6,4.8, A,0.1, A, d,5.7,16,    gcmt,-6.03,-0.59,5.15,-0.12,1.07,0.88,348,42,86,174,48,94, BDC
-1,2016,8,26,15,53,25,10.161,125.936,4.96,83, B,609385591,75,6.6,3.7,6, A,0.1, A, d,3.52,16,    gcmt,-3.12,1.53,3.07,0.62,0.26,0.05,164,33,70,7,59,103, BDC
-1,2016,10,14,18,29,5,9.066,125.517,5.14,45, A,609593884,69.2,4.3,3.3,5.2, A,0.1, A, d,6.43,16,    gcmt,0.86,0.09,4.46,3.73,-2.04,-5.32,238,29,67,85,63,103, BDC
-1,2016,11,21,8,11,51,10.308,125.283,5.09,36, B,615054867,61.8,6.4,3.9,5.2, A,0.1, A, d,5.46,16,    gcmt,-4.99,1.42,-0.43,-0.45,-0.54,5.43,229,75,-172,137,83,-15, BDC
-1,2016,12,15,1,6,26,10.244,126.192,5.23,67, B,609854777,70.1,5.7,3.7,6, A,0.1, A, d,8.68,16,    gcmt,-4.93,7.48,3.67,0.8,0.3,1.27,164,16,69,6,75,96, BDC
-1,2016,12,19,20,44,41,10.155,125.845,5.42,68, B,611831340,65.2,4.6,2.9,5.4, A,0.1, A, d,1.71,17,    gcmt,-0.23,-1.56,0.1,0.65,-0.11,0.14,55,7,167,158,88,83, BDC
-1,2016,12,22,3,2,31,11.457,125.678,5.5,71, B,609927324,67,5.7,3.4,6.2, A,0.1, A, d,2.25,17,    gcmt,-0.92,2.07,0.7,-0.29,0.18,0.22,352,79,90,170,11,88, BDC
-1,2016,12,23,16,9,36,9.927,126.276,5.12,62, B,609927909,64.3,5.7,3.6,6.6, A,0.1, A, d,6.09,16,    gcmt,-4.69,4.57,3.2,0.21,0.7,1.49,159,22,68,3,70,99, BDC
-1,2016,12,23,18,17,1,9.969,126.268,5.13,48, B,609927915,61.3,6.5,4.1,6, A,0.1, A, d,6.24,16,    gcmt,-3.98,4.96,3.59,-0.12,-0.05,0.39,183,19,94,359,71,89, BDC
-1,2017,1,30,2,43,58,9.866,126.031,5.06,78, B,611831691,64.2,5.9,3.8,6, A,0.1, A, d,4.87,16,    gcmt,-4.57,1.19,4.75,0.77,0.25,-0.18,168,39,76,6,53,101, BDC
-1,2017,2,10,14,3,43,9.855,125.454,6.47,13, B,610208008,61.8,3.7,2.4,3.9, A,0.1, A, d,6.28,18,    gcmt,-4,-2.14,0.06,-1.24,-4.26,3.95,70,78,-163,337,74,-12, BDC
-1,2017,2,11,9,11,2,9.81,125.497,5.08,24, B,615934816,59.7,6.1,4,25, A,0.1, A, d,5.21,16,    gcmt,-5.22,-0.17,0.59,-0.24,-1.68,4.63,324,87,1,234,89,177, BDC
-1,2017,3,5,0,8,21,9.795,125.444,5.72,29, A,610245306,59.8,3.8,2.7,4.7, A,0.1, A, d,4.78,17,    gcmt,-3.17,-1.87,-0.14,-1.75,-2.48,3.31,65,83,-151,331,61,-8, BDC
-1,2017,4,10,0,43,56,12.928,125.373,5.72,19, A,610523845,64.8,3.5,2.8,4.5, A,0.1, A, d,4.79,17,    gcmt,-2.82,3.46,3.08,-1.39,0.54,-0.25,341,71,85,175,20,104, BDC
-1,2017,4,23,1,19,47,9.21,126.316,5.36,66, B,610547528,64.3,5,3.1,6.1, A,0.1, A, d,1.38,17,    gcmt,-1.41,0.36,1.14,0.35,-0.04,0.27,163,40,62,18,56,112, BDC
-1,2017,5,20,1,6,15,9.313,123.95,5.98,547, A,611600213,67.2,4.1,3,6.9, A,0.1, A, d,1.18,18,    gcmt,0.67,0.39,-0.21,-0.88,-0.36,-0.47,122,84,-125,23,36,-11, BDC
-1,2017,6,26,7,41,30,10.3,126.139,5.19,25, B,610694756,71.1,4.2,2.5,4.5, A,0.1, A, d,7.66,16,    gcmt,-3.71,6.66,3.26,-0.41,1.47,0.45,144,16,60,355,76,98, BDC
-1,2017,7,6,8,3,58,11.103,124.704,6.48,11, A,611600353,75.4,2.9,2.1,3.8, A,0.1, A, d,6.54,18,    gcmt,-5.52,-0.57,-0.95,-0.99,-2.36,6.47,56,88,-170,326,80,-2, BDC
-1,2017,7,10,1,41,51,11.005,124.828,5.8,18, A,611834303,83.8,3.2,2.2,3.8, A,0.1, A, d,6.4,17,    gcmt,-5.7,-0.15,-0.2,-1.06,-2.5,5.9,236,86,172,327,82,4, BDC
-1,2017,8,10,0,43,19,9.473,124.166,5.43,524, A,611834595,65.2,5.1,3.5,6.7, A,0.1, A, d,1.77,17,    gcmt,1.54,-0.84,-0.51,-0.67,0.61,-1.04,148,50,-170,51,82,-41, BDC
-1,2017,8,22,22,26,15,10.987,124.677,4.98,19, B,611834689,69.9,3.9,2.5,6.5, B,0.1, A, d,3.77,16,    gcmt,-3.49,-0.29,3.2,-1.52,-0.77,0.29,350,44,57,213,54,118, BDC
-1,2017,12,6,2,48,23,11.1,125.645,5.03,43, B,611582036,76.9,8.3,4.8,6, A,0.1, A, d,4.35,16,    gcmt,-4.14,1.03,0.42,1.38,-0.65,3.72,140,66,4,49,86,156, BDC
-1,2017,12,30,1,24,9,10.048,126.211,5.05,55, B,611612531,75.7,10.2,5.4,18, C,0.1, A, d,4.68,16,    gcmt,-3.6,2.84,3.74,-0.56,0.2,-0.14,181,26,98,352,64,86, BDC
-1,2018,3,5,1,5,33,11.32,125.385,5,54, B,611729936,73.2,9.3,5.2,5, A,0.1, A, d,3.94,16,    gcmt,-3.95,1.17,3.4,0.49,0.65,0.55,160,38,71,3,54,104, BDC
-1,2018,3,24,10,34,37,10.078,125.959,5.11,78, B,611818794,78.2,5.6,3.4,6.1, A,0.1, A, d,5.8,16,    gcmt,-5.25,3,4.35,0.92,0.7,0.9,157,32,63,8,62,106, BDC
-1,2018,5,10,11,56,59,10.166,125.541,5.68,34, A,611932682,70.6,3,2.4,4.7, A,0.1, A, d,4.17,17,    gcmt,-0.16,-0.09,-1.93,1.92,3.28,2.09,15,51,-157,270,72,-41, BDC
-1,2018,7,10,16,24,19,9.789,125.377,5.13,25, B,612297849,70.1,4.8,3.2,3.7, A,0.1, A, d,6.28,16,    gcmt,-0.63,1.12,3.52,-3.71,-3.72,-2.88,22,42,34,265,68,127, BDC
-1,2018,8,24,4,33,33,11.065,126.097,5.44,52, B,612637241,72.5,5.1,3,6.6, A,0.1, A, d,1.83,17,    gcmt,-1.37,1.24,1.3,-0.06,0.12,0.07,174,24,87,357,66,91, BDC
-1,2018,9,10,2,43,5,10.535,126.257,4.98,22, A,612708759,62.5,6.4,5.4,8, C,0.1, A, d,3.73,16,    gcmt,-2.74,2.15,3.1,-0.67,0.54,-0.36,170,27,95,345,64,88, BDC
-1,2018,9,10,11,57,6,10.672,126.27,5.35,27, B,612708804,73.5,4.5,2.9,4.9, A,0.1, A, d,1.34,17,    gcmt,-0.99,0.84,1.04,-0.16,0.16,-0.05,172,25,92,350,65,89, BDC
-1,2018,9,27,4,44,28,10.473,126.488,5.12,15, B,613407791,76,4.4,2.8,5.1, A,0.1, A, d,6.13,16,    gcmt,-3.64,4.9,3.13,-1.08,1.08,0.51,164,18,87,347,72,91, BDC
-1,2019,1,28,6,6,18,9.758,126.35,4.96,47, B,614590908,79.4,7.9,4.8,7.6, A,0.1, A, d,3.45,16,    gcmt,-3.2,0.65,3.51,0.48,0.04,-0.31,173,40,79,6,51,99, BDC
